formal_config_id,method,formal_seed,worker_count,rounds,checkpoint_count,partial_sha256,config_sha256,expected_config_sha256,final_depth,final_total_work,final_per_worker_work,final_eval_work,passed,errors,task_id,region,epsilon,source
ME-DOL-FO__fine__m1__seed0,ME-DOL-FO,0,1,61440,1281,91f75de1dd3b48e991e7c1bc1bb87565735352da152e399674879448258875c4,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,61440,61440,10493952,True,,ME-DOL-FO__fine__m1__seed0,fine,0.005,run
ME-DOL-FO__fine__m1__seed1,ME-DOL-FO,1,1,61440,1281,e26e06b197424ff491606c29938c2aae251647cd23337593d7c93da2c5ca909c,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,61440,61440,10493952,True,,ME-DOL-FO__fine__m1__seed1,fine,0.005,run
ME-DOL-FO__fine__m1__seed2,ME-DOL-FO,2,1,61440,1281,7c40e72f569d27ee2877ef4b687ede6a08b8b911565e72768465e3bbeffabd7d,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,61440,61440,10493952,True,,ME-DOL-FO__fine__m1__seed2,fine,0.005,run
ME-DOL-FO__fine__m1__seed3,ME-DOL-FO,3,1,61440,1281,c5f77cb4697dac9fb932e88dc5a2190674199a39e8c611560a172d05952ddbde,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,61440,61440,10493952,True,,ME-DOL-FO__fine__m1__seed3,fine,0.005,run
ME-DOL-FO__fine__m1__seed4,ME-DOL-FO,4,1,61440,1281,ed764dd7f301a8bf1e4a121728198959a1120a342046a7b6be7f2ecb121be221,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,61440,61440,10493952,True,,ME-DOL-FO__fine__m1__seed4,fine,0.005,run
ME-DOL-FO__fine__m1__seed5,ME-DOL-FO,5,1,61440,1281,86597191980b94ae4cb97f1052955b98f0fb61459b4473d226d8f07d3da927ba,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,61440,61440,10493952,True,,ME-DOL-FO__fine__m1__seed5,fine,0.005,run
ME-DOL-FO__fine__m1__seed6,ME-DOL-FO,6,1,61440,1281,19b7ba901209ac220e8fb3fc16aa73b78661fb948df8babaea7bc361e6670f66,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,61440,61440,10493952,True,,ME-DOL-FO__fine__m1__seed6,fine,0.005,run
ME-DOL-FO__fine__m1__seed7,ME-DOL-FO,7,1,61440,1281,778a5ad6bd249ee5163fedf6f308840cc1d75c358f0830300ce7b3d843ce02b5,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,61440,61440,10493952,True,,ME-DOL-FO__fine__m1__seed7,fine,0.005,run
ME-DOL-FO__fine__m1__seed8,ME-DOL-FO,8,1,61440,1281,a89bbea96d66d07e7f5271c78ac701b725da0aabfda092aa1e58706d3bdb202e,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,61440,61440,10493952,True,,ME-DOL-FO__fine__m1__seed8,fine,0.005,run
ME-DOL-FO__fine__m1__seed9,ME-DOL-FO,9,1,61440,1281,9eaebc4a9c2ceb4a130cb21492816b7b4bb47854a0f59da3cc82b7017ff0d352,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,61440,61440,10493952,True,,ME-DOL-FO__fine__m1__seed9,fine,0.005,run
ME-DOL-FO__fine__m2__seed0,ME-DOL-FO,0,2,61440,1281,707bf875301f2d65a551c90202806eece633d25beee6c443d533f3d0185d3c77,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,122880,61440,10493952,True,,ME-DOL-FO__fine__m2__seed0,fine,0.005,run
ME-DOL-FO__fine__m2__seed1,ME-DOL-FO,1,2,61440,1281,f6038fefdd98cfb4c1aeda912f8eb56d7e1b597475cc6bfb68cfb8f0dcd06a60,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,122880,61440,10493952,True,,ME-DOL-FO__fine__m2__seed1,fine,0.005,run
ME-DOL-FO__fine__m2__seed2,ME-DOL-FO,2,2,61440,1281,b834729e7f637564b4206f8a5a701159ee218f0bc787e0c008d70e90e6cf1c47,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,122880,61440,10493952,True,,ME-DOL-FO__fine__m2__seed2,fine,0.005,run
ME-DOL-FO__fine__m2__seed3,ME-DOL-FO,3,2,61440,1281,19be1f06c069e449305f0dd353793a6438ce9014f1112594750e0479119673d9,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,122880,61440,10493952,True,,ME-DOL-FO__fine__m2__seed3,fine,0.005,run
ME-DOL-FO__fine__m2__seed4,ME-DOL-FO,4,2,61440,1281,c6e89baf6b869d5bffa9f4aedfdce1f472726136594787c64f24c0ae2d267fab,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,122880,61440,10493952,True,,ME-DOL-FO__fine__m2__seed4,fine,0.005,run
ME-DOL-FO__fine__m2__seed5,ME-DOL-FO,5,2,61440,1281,10d85dd46cdc9e0ea5c4b20f9fc4a24cc65eff416028064597f06dc737437b2e,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,122880,61440,10493952,True,,ME-DOL-FO__fine__m2__seed5,fine,0.005,run
ME-DOL-FO__fine__m2__seed6,ME-DOL-FO,6,2,61440,1281,43e40aa3f03d88361ddb34864c99a5b7a7b51080da840e9c861cccd13e6f6731,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,122880,61440,10493952,True,,ME-DOL-FO__fine__m2__seed6,fine,0.005,run
ME-DOL-FO__fine__m2__seed7,ME-DOL-FO,7,2,61440,1281,435889b189f3916a7d4d378ccb6d86a72e96ca1931ff5bd22396b902d9f1663f,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,122880,61440,10493952,True,,ME-DOL-FO__fine__m2__seed7,fine,0.005,run
ME-DOL-FO__fine__m2__seed8,ME-DOL-FO,8,2,61440,1281,b49534c5e5517bbc62dc9a9ede8bab06dc779e48127abc01cd85c4d53bdbd72b,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,122880,61440,10493952,True,,ME-DOL-FO__fine__m2__seed8,fine,0.005,run
ME-DOL-FO__fine__m2__seed9,ME-DOL-FO,9,2,61440,1281,9d5619c4ce62fd9bc255569bfb5d350e8a9ecd87b076f42a50e5fe6169a0f895,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,122880,61440,10493952,True,,ME-DOL-FO__fine__m2__seed9,fine,0.005,run
ME-DOL-FO__fine__m4__seed0,ME-DOL-FO,0,4,61440,1281,58b6ab784d9b3927e405bf8608a19966d216a64b98824cab2eaf702bfca0dcdf,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,245760,61440,10493952,True,,ME-DOL-FO__fine__m4__seed0,fine,0.005,run
ME-DOL-FO__fine__m4__seed1,ME-DOL-FO,1,4,61440,1281,9adb6d9d5e37f1b34a7861fa4ef061a00410628f8f200bcf76df10a3beb451d7,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,245760,61440,10493952,True,,ME-DOL-FO__fine__m4__seed1,fine,0.005,run
ME-DOL-FO__fine__m4__seed2,ME-DOL-FO,2,4,61440,1281,b0a51e9cd7effed5f8c6b8ef0bc2b5cb1bd4100aa893f5c7e4aebea6b2717094,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,245760,61440,10493952,True,,ME-DOL-FO__fine__m4__seed2,fine,0.005,run
ME-DOL-FO__fine__m4__seed3,ME-DOL-FO,3,4,61440,1281,35417b1fe8456dc1408c20d886641c173ce06dbea384298ea597db25ab14dc57,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,245760,61440,10493952,True,,ME-DOL-FO__fine__m4__seed3,fine,0.005,run
ME-DOL-FO__fine__m4__seed4,ME-DOL-FO,4,4,61440,1281,ebf349f4a634a994625f2ac5914524622fa73d1cda7dfda0696a5eac68ac2b81,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,245760,61440,10493952,True,,ME-DOL-FO__fine__m4__seed4,fine,0.005,run
ME-DOL-FO__fine__m4__seed5,ME-DOL-FO,5,4,61440,1281,284c3c1e1c5b518b6900ef013609f1c3fba46c3fec30e7e9532f8b9ba46459c3,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,245760,61440,10493952,True,,ME-DOL-FO__fine__m4__seed5,fine,0.005,run
ME-DOL-FO__fine__m4__seed6,ME-DOL-FO,6,4,61440,1281,ac1a7c01f621d24e5105fdf302075ad74050711d431da8e22cff418674b50cc6,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,245760,61440,10493952,True,,ME-DOL-FO__fine__m4__seed6,fine,0.005,run
ME-DOL-FO__fine__m4__seed7,ME-DOL-FO,7,4,61440,1281,b83c92a7d6c1a4a6548bee4dc2f01bcc8b0ec425b71641177a6ef09e4fdaafe8,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,245760,61440,10493952,True,,ME-DOL-FO__fine__m4__seed7,fine,0.005,run
ME-DOL-FO__fine__m4__seed8,ME-DOL-FO,8,4,61440,1281,1e9fef9dbca5b4b7c5c6525ce04a0508f5abae4d21490d1ff607a22e838e012b,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,245760,61440,10493952,True,,ME-DOL-FO__fine__m4__seed8,fine,0.005,run
ME-DOL-FO__fine__m4__seed9,ME-DOL-FO,9,4,61440,1281,f50495ec058263d546c38ffdfee0c332e9f236817bfe0e50d719865bcbc12cf2,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,245760,61440,10493952,True,,ME-DOL-FO__fine__m4__seed9,fine,0.005,run
ME-DOL-FO__fine__m8__seed0,ME-DOL-FO,0,8,61440,1281,db8ee047908c21689a6e477a5388d011b3702137a6ee4cc280ebb2fc798d34b0,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,ME-DOL-FO__fine__m8__seed0,fine,0.005,reuse-formal
ME-DOL-FO__fine__m8__seed1,ME-DOL-FO,1,8,61440,1281,db5b80bae4ffd8556f5b1504947f6112503a01021badcab338d874bdb626cb4f,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,ME-DOL-FO__fine__m8__seed1,fine,0.005,reuse-formal
ME-DOL-FO__fine__m8__seed2,ME-DOL-FO,2,8,61440,1281,964ba442ea4d407cc5bb03186f3c7e346df6ac81d2fdfee69b4c1076942a9665,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,ME-DOL-FO__fine__m8__seed2,fine,0.005,reuse-formal
ME-DOL-FO__fine__m8__seed3,ME-DOL-FO,3,8,61440,1281,71512f307a8cf9b1b83f29212e41b55ffc273abb4db2983f802d5f299b5c5753,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,ME-DOL-FO__fine__m8__seed3,fine,0.005,reuse-formal
ME-DOL-FO__fine__m8__seed4,ME-DOL-FO,4,8,61440,1281,17e2bfae25e4bc807eac99a54627ce8099529e8a3a8a41e6b684538d7bb526ee,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,ME-DOL-FO__fine__m8__seed4,fine,0.005,reuse-formal
ME-DOL-FO__fine__m8__seed5,ME-DOL-FO,5,8,61440,1281,0fdd6d554a4950c17616e3a2ea365d883d15a3081e4828e8e3db2bacbacb1d98,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,ME-DOL-FO__fine__m8__seed5,fine,0.005,reuse-formal
ME-DOL-FO__fine__m8__seed6,ME-DOL-FO,6,8,61440,1281,1b9404c8a494873e8697d5eb4b3a6d1961a5f348965d4978b6e15e876487d865,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,ME-DOL-FO__fine__m8__seed6,fine,0.005,reuse-formal
ME-DOL-FO__fine__m8__seed7,ME-DOL-FO,7,8,61440,1281,8af19f6eec452a9e13b9de5b6c031127805ed38530fe6ebd07c2a3bd49e9dc86,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,ME-DOL-FO__fine__m8__seed7,fine,0.005,reuse-formal
ME-DOL-FO__fine__m8__seed8,ME-DOL-FO,8,8,61440,1281,9ea9c0fe987c8b0c7a39b610187cfc683d6fc2231b1b6eb8b1c89b318d2f54bb,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,ME-DOL-FO__fine__m8__seed8,fine,0.005,reuse-formal
ME-DOL-FO__fine__m8__seed9,ME-DOL-FO,9,8,61440,1281,523da9de9928940fad8856d266007c5cda9b43b7aad4817664b0bbc5230bfa09,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,c765532541276c53ae85e31861b4e954018582a209b54527254a581b11700503,61440,491520,61440,10493952,True,,ME-DOL-FO__fine__m8__seed9,fine,0.005,reuse-formal
