method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,train_accuracy,delta,target_delta,smoothing_delta,lr_or_eta,batch_size,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,seed_role,small_batch,large_batch,restart_period,restart_mixing_rounds,epoch_length,domain_radius,theory_multiplier,smooth_B,data_B_per_worker,block_id,M,block_oracle_norm
DGFM+,DGFM+,384,384,8,x_bar,1.3077383041381836,7,100007,200007,899704834,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",16384,768,768,0.2236955612897873,0.030016615986824,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,768,768,8,x_bar,2.580639600753784,7,100007,200007,899704834,szo,221184,221184,27648,"[27648, 27648, 27648, 27648, 27648, 27648, 27648, 27648]",24576,1536,1536,0.2203942686319351,0.0260094758123159,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1152,1152,8,x_bar,3.857412576675415,7,100007,200007,899704834,szo,331776,331776,41472,"[41472, 41472, 41472, 41472, 41472, 41472, 41472, 41472]",32768,2304,2304,0.2120716273784637,0.0262456331402063,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1536,1536,8,x_bar,5.127377510070801,7,100007,200007,899704834,szo,442368,442368,55296,"[55296, 55296, 55296, 55296, 55296, 55296, 55296, 55296]",40960,3072,3072,0.2026342153549194,0.0270519293844699,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1920,1920,8,x_bar,6.405521392822266,7,100007,200007,899704834,szo,552960,552960,69120,"[69120, 69120, 69120, 69120, 69120, 69120, 69120, 69120]",49152,3840,3840,0.2060187608003616,0.0346606113016605,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,2304,2304,8,x_bar,7.694116353988647,7,100007,200007,899704834,szo,663552,663552,82944,"[82944, 82944, 82944, 82944, 82944, 82944, 82944, 82944]",57344,4608,4608,0.1998173296451568,0.0196780040860176,0.002,0.902980625629425,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,2688,2688,8,x_bar,8.964133262634277,7,100007,200007,899704834,szo,774144,774144,96768,"[96768, 96768, 96768, 96768, 96768, 96768, 96768, 96768]",65536,5376,5376,0.204132005572319,0.0275751072913408,0.002,0.902940571308136,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,3072,3072,8,x_bar,10.246089220046995,7,100007,200007,899704834,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",73728,6144,6144,0.2028205245733261,0.0338176079094409,0.002,0.9031406044960022,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,3411,3411,8,x_bar,11.372254848480225,7,100007,200007,899704834,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",81920,6822,6822,0.1961951553821563,0.0174329839646816,0.002,0.9030206203460692,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1,1,8,x_bar,0.0181267261505126,8,100008,200008,1126343406,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.9916287660598756,0.3020317852497101,0.002,0.8871774077415466,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,384,384,8,x_bar,1.2866976261138916,8,100008,200008,1126343406,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",16384,768,768,0.2138085663318634,0.0267384499311447,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,768,768,8,x_bar,2.561497211456299,8,100008,200008,1126343406,szo,221184,221184,27648,"[27648, 27648, 27648, 27648, 27648, 27648, 27648, 27648]",24576,1536,1536,0.2081688195466995,0.039119828492403,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1152,1152,8,x_bar,3.8316900730133057,8,100008,200008,1126343406,szo,331776,331776,41472,"[41472, 41472, 41472, 41472, 41472, 41472, 41472, 41472]",32768,2304,2304,0.2075068652629852,0.0340612046420574,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1536,1536,8,x_bar,5.103061676025391,8,100008,200008,1126343406,szo,442368,442368,55296,"[55296, 55296, 55296, 55296, 55296, 55296, 55296, 55296]",40960,3072,3072,0.1999767273664474,0.0223361905664205,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1920,1920,8,x_bar,6.382953405380249,8,100008,200008,1126343406,szo,552960,552960,69120,"[69120, 69120, 69120, 69120, 69120, 69120, 69120, 69120]",49152,3840,3840,0.1987608820199966,0.0246238149702548,0.002,0.902940571308136,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,2304,2304,8,x_bar,7.655512094497681,8,100008,200008,1126343406,szo,663552,663552,82944,"[82944, 82944, 82944, 82944, 82944, 82944, 82944, 82944]",57344,4608,4608,0.2043175995349884,0.0256305988878011,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,2688,2688,8,x_bar,8.923619270324707,8,100008,200008,1126343406,szo,774144,774144,96768,"[96768, 96768, 96768, 96768, 96768, 96768, 96768, 96768]",65536,5376,5376,0.2002929896116256,0.0342967137694358,0.002,0.9029605984687804,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,3072,3072,8,x_bar,10.193333864212036,8,100008,200008,1126343406,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",73728,6144,6144,0.196835458278656,0.0286611784249544,0.002,0.9031606316566468,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,3411,3411,8,x_bar,11.319413900375366,8,100008,200008,1126343406,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",81920,6822,6822,0.1972977072000503,0.021410958841443,0.002,0.9030606150627136,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1,1,8,x_bar,0.0176897048950195,9,100009,200009,981005264,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.9899604320526124,0.3010497093200683,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,384,384,8,x_bar,1.2860214710235596,9,100009,200009,981005264,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",16384,768,768,0.2138512879610061,0.0341350026428699,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,768,768,8,x_bar,2.561638593673706,9,100009,200009,981005264,szo,221184,221184,27648,"[27648, 27648, 27648, 27648, 27648, 27648, 27648, 27648]",24576,1536,1536,0.2061751782894134,0.02772550098598,0.002,0.902940571308136,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1152,1152,8,x_bar,3.836827516555786,9,100009,200009,981005264,szo,331776,331776,41472,"[41472, 41472, 41472, 41472, 41472, 41472, 41472, 41472]",32768,2304,2304,0.2052152156829834,0.0312063638120889,0.002,0.9029206037521362,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1536,1536,8,x_bar,5.113494157791138,9,100009,200009,981005264,szo,442368,442368,55296,"[55296, 55296, 55296, 55296, 55296, 55296, 55296, 55296]",40960,3072,3072,0.1987093389034271,0.0239561162889003,0.002,0.9031806588172911,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,1920,1920,8,x_bar,6.391721963882446,9,100009,200009,981005264,szo,552960,552960,69120,"[69120, 69120, 69120, 69120, 69120, 69120, 69120, 69120]",49152,3840,3840,0.197639912366867,0.0226142760366201,0.002,0.9038607478141784,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,2304,2304,8,x_bar,7.665341138839722,9,100009,200009,981005264,szo,663552,663552,82944,"[82944, 82944, 82944, 82944, 82944, 82944, 82944, 82944]",57344,4608,4608,0.1959261745214462,0.0198578219860792,0.002,0.9042208194732666,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,2688,2688,8,x_bar,8.93666124343872,9,100009,200009,981005264,szo,774144,774144,96768,"[96768, 96768, 96768, 96768, 96768, 96768, 96768, 96768]",65536,5376,5376,0.1985176354646682,0.0212786328047513,0.002,0.9034006595611572,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,3072,3072,8,x_bar,10.214263916015623,9,100009,200009,981005264,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",73728,6144,6144,0.1970967799425125,0.0215173102915287,0.002,0.903460681438446,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
DGFM+,DGFM+,3411,3411,8,x_bar,11.342390060424805,9,100009,200009,981005264,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",81920,6822,6822,0.1983138471841812,0.015932124108076,0.002,0.9036807417869568,0.002,0.002,0.001,0.1,,DGFMplus__eta-0p1,"{""eta"": 0.1}",3411,983040,ijcnn1,real_data_formal,8.0,64.0,24.0,1.0,,,,,,,,
ME-DOL-ZO,ME-DOL,6,6,8,epoch_w_bar,0.0426740646362304,5,100005,200005,2142080533,szo,1536,1536,192,"[192, 192, 192, 192, 192, 192, 192, 192]",8192,6,6,0.87369304895401,0.302821934223175,0.002,0.9006001353263855,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,390,390,8,epoch_w_bar,1.7746915817260742,5,100005,200005,2142080533,szo,99840,99840,12480,"[12480, 12480, 12480, 12480, 12480, 12480, 12480, 12480]",16384,390,390,0.2102954536676406,0.0287232603877782,0.002,0.9031806588172911,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,774,774,8,epoch_w_bar,3.4988551139831543,5,100005,200005,2142080533,szo,198144,198144,24768,"[24768, 24768, 24768, 24768, 24768, 24768, 24768, 24768]",24576,774,774,0.198960930109024,0.0263038240373134,0.002,0.9070214033126832,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,1158,1158,8,epoch_w_bar,5.239446401596069,5,100005,200005,2142080533,szo,296448,296448,37056,"[37056, 37056, 37056, 37056, 37056, 37056, 37056, 37056]",32768,1158,1158,0.1963431686162948,0.023150909692049,0.002,0.9095019102096558,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,1542,1542,8,epoch_w_bar,6.990360975265503,5,100005,200005,2142080533,szo,394752,394752,49344,"[49344, 49344, 49344, 49344, 49344, 49344, 49344, 49344]",40960,1542,1542,0.1863064169883728,0.0165942218154668,0.002,0.9153030514717102,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,1926,1926,8,epoch_w_bar,8.762799739837646,5,100005,200005,2142080533,szo,493056,493056,61632,"[61632, 61632, 61632, 61632, 61632, 61632, 61632, 61632]",49152,1926,1926,0.1890010833740234,0.015007116831839,0.002,0.9170033931732178,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,2310,2310,8,epoch_w_bar,10.510810375213625,5,100005,200005,2142080533,szo,591360,591360,73920,"[73920, 73920, 73920, 73920, 73920, 73920, 73920, 73920]",57344,2310,2310,0.1853681057691574,0.0159589052200317,0.002,0.916943371295929,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,2694,2694,8,epoch_w_bar,12.255637645721436,5,100005,200005,2142080533,szo,689664,689664,86208,"[86208, 86208, 86208, 86208, 86208, 86208, 86208, 86208]",65536,2694,2694,0.1807067394256591,0.0140084074810147,0.002,0.9179635643959044,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,3078,3078,8,epoch_w_bar,14.004056453704834,5,100005,200005,2142080533,szo,787968,787968,98496,"[98496, 98496, 98496, 98496, 98496, 98496, 98496, 98496]",73728,3078,3078,0.189603716135025,0.0330849587917327,0.002,0.9223644733428956,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,3462,3462,8,epoch_w_bar,15.745003938674929,5,100005,200005,2142080533,szo,886272,886272,110784,"[110784, 110784, 110784, 110784, 110784, 110784, 110784, 110784]",81920,3462,3462,0.1848748326301574,0.0186241455376148,0.002,0.918823778629303,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,3840,3840,8,epoch_w_bar,17.44769597053528,5,100005,200005,2142080533,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,3840,3840,0.1850391328334808,0.0146927777677774,0.002,0.9187837839126588,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,6,6,8,epoch_w_bar,0.0429160594940185,6,100006,200006,31531045,szo,1536,1536,192,"[192, 192, 192, 192, 192, 192, 192, 192]",8192,6,6,0.8891712427139282,0.302143931388855,0.002,0.8406281471252441,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,390,390,8,epoch_w_bar,1.7917609214782717,6,100006,200006,31531045,szo,99840,99840,12480,"[12480, 12480, 12480, 12480, 12480, 12480, 12480, 12480]",16384,390,390,0.2012371569871902,0.0229578837752342,0.002,0.9046809077262878,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,774,774,8,epoch_w_bar,3.5314090251922607,6,100006,200006,31531045,szo,198144,198144,24768,"[24768, 24768, 24768, 24768, 24768, 24768, 24768, 24768]",24576,774,774,0.1944799125194549,0.0194480996578931,0.002,0.918143630027771,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,1158,1158,8,epoch_w_bar,5.2850182056427,6,100006,200006,31531045,szo,296448,296448,37056,"[37056, 37056, 37056, 37056, 37056, 37056, 37056, 37056]",32768,1158,1158,0.1933120340108871,0.0130210006609559,0.002,0.919823944568634,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,1542,1542,8,epoch_w_bar,7.032816648483276,6,100006,200006,31531045,szo,394752,394752,49344,"[49344, 49344, 49344, 49344, 49344, 49344, 49344, 49344]",40960,1542,1542,0.1846411526203155,0.0116743138059973,0.002,0.9219843745231628,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,1926,1926,8,epoch_w_bar,8.7801673412323,6,100006,200006,31531045,szo,493056,493056,61632,"[61632, 61632, 61632, 61632, 61632, 61632, 61632, 61632]",49152,1926,1926,0.1874359101057052,0.0146018154919147,0.002,0.9209041595458984,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,2310,2310,8,epoch_w_bar,10.534307718276978,6,100006,200006,31531045,szo,591360,591360,73920,"[73920, 73920, 73920, 73920, 73920, 73920, 73920, 73920]",57344,2310,2310,0.183692991733551,0.0117162596434354,0.002,0.9218043684959412,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,2694,2694,8,epoch_w_bar,12.27589464187622,6,100006,200006,31531045,szo,689664,689664,86208,"[86208, 86208, 86208, 86208, 86208, 86208, 86208, 86208]",65536,2694,2694,0.188709869980812,0.0334642902016639,0.002,0.9269453883171082,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,3078,3078,8,epoch_w_bar,14.02368712425232,6,100006,200006,31531045,szo,787968,787968,98496,"[98496, 98496, 98496, 98496, 98496, 98496, 98496, 98496]",73728,3078,3078,0.1824375689029693,0.014543124474585,0.002,0.9242448210716248,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,3462,3462,8,epoch_w_bar,15.7801034450531,6,100006,200006,31531045,szo,886272,886272,110784,"[110784, 110784, 110784, 110784, 110784, 110784, 110784, 110784]",81920,3462,3462,0.1760068237781524,0.0096124801784753,0.002,0.9228445887565612,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,3840,3840,8,epoch_w_bar,17.50308585166931,6,100006,200006,31531045,szo,983040,983040,122880,"[122880, 122880, 122880, 122880, 122880, 122880, 122880, 122880]",90112,3840,3840,0.1805919259786605,0.0121405329555273,0.002,0.9236047267913818,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,6,6,8,epoch_w_bar,0.0432841777801513,7,100007,200007,1400573835,szo,1536,1536,192,"[192, 192, 192, 192, 192, 192, 192, 192]",8192,6,6,0.8461962938308716,0.3036474287509918,0.002,0.9029005765914916,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,390,390,8,epoch_w_bar,1.7965774536132812,7,100007,200007,1400573835,szo,99840,99840,12480,"[12480, 12480, 12480, 12480, 12480, 12480, 12480, 12480]",16384,390,390,0.2021462172269821,0.0266798436641693,0.002,0.9046009182929992,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,774,774,8,epoch_w_bar,3.53943943977356,7,100007,200007,1400573835,szo,198144,198144,24768,"[24768, 24768, 24768, 24768, 24768, 24768, 24768, 24768]",24576,774,774,0.1962731927633285,0.0188817046582698,0.002,0.9090617895126344,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
ME-DOL-ZO,ME-DOL,1158,1158,8,epoch_w_bar,5.285669088363648,7,100007,200007,1400573835,szo,296448,296448,37056,"[37056, 37056, 37056, 37056, 37056, 37056, 37056, 37056]",32768,1158,1158,0.1848202049732208,0.0125044519081711,0.002,0.9111422300338744,0.002,0.002,0.001,0.3608439182435161,,ME-DOL-ZO__epoch_length-6__theory_multiplier-30000p0,"{""epoch_length"": 6, ""theory_multiplier"": 30000.0}",3840,983040,ijcnn1,real_data_formal,,,,,6.0,0.8838834764831843,30000.0,1.0,16.0,,,
