method,seed,round,block_id,work,eval_work,communication_round,time_sec,d,delta,M,lr_or_eta,eval_point,objective,stat_proxy,objective_x,stat_proxy_x,objective_ybar,stat_proxy_ybar,block_oracle_norm
NOG,10004,328,41.0,168960,98304,328,3.129333972930908,100,0.1,8.0,0.3,y_bar,0.7254585027694702,0.00754106929525733,0.7254289984703064,0.008135266602039337,0.7254585027694702,0.00754106929525733,0.00915992259979248
NOG,10004,392,49.0,201728,114688,392,3.6698577404022217,100,0.1,8.0,0.3,y_bar,0.7252777814865112,0.007515349891036749,0.7252947688102722,0.008012504316866398,0.7252777814865112,0.007515349891036749,0.010882694274187088
NOG,10004,456,57.0,234496,131072,456,4.217313289642334,100,0.1,8.0,0.3,y_bar,0.7250233292579651,0.009325340390205383,0.7250266671180725,0.008694775402545929,0.7250233292579651,0.009325340390205383,0.01000363752245903
NOG,10004,520,65.0,267264,147456,520,4.8354291915893555,100,0.1,8.0,0.3,y_bar,0.724835216999054,0.008060073480010033,0.7248460650444031,0.007957514375448227,0.724835216999054,0.008060073480010033,0.008961787447333336
NOG,10004,584,73.0,300032,163840,584,5.417382717132568,100,0.1,8.0,0.3,y_bar,0.7246965765953064,0.007724537514150143,0.7246785759925842,0.006715275347232819,0.7246965765953064,0.007724537514150143,0.009223425760865211
NOG,10004,648,81.0,332800,180224,648,6.0140955448150635,100,0.1,8.0,0.3,y_bar,0.7245298027992249,0.007499138358980417,0.7245147228240967,0.007690351456403732,0.7245298027992249,0.007499138358980417,0.010106963105499744
NOG,10004,712,89.0,365568,196608,712,6.886444807052612,100,0.1,8.0,0.3,y_bar,0.7243403792381287,0.0076516168192029,0.724356472492218,0.008708609268069267,0.7243403792381287,0.0076516168192029,0.008023764938116074
NOG,10004,776,97.0,398336,212992,776,7.463275671005249,100,0.1,8.0,0.3,y_bar,0.7242545485496521,0.008479625917971134,0.7242324948310852,0.007003653794527054,0.7242545485496521,0.008479625917971134,0.01031701173633337
NOG,10004,840,105.0,431104,229376,840,7.999736547470093,100,0.1,8.0,0.3,y_bar,0.724090039730072,0.007887262850999832,0.7240698933601379,0.008213033899664879,0.724090039730072,0.007887262850999832,0.009593422524631023
NOG,10004,904,113.0,463872,245760,904,8.55197787284851,100,0.1,8.0,0.3,y_bar,0.7237874269485474,0.008208068087697029,0.7237924337387085,0.007574671413749456,0.7237874269485474,0.008208068087697029,0.008886407129466534
NOG,10004,968,121.0,496640,262144,968,9.189053297042847,100,0.1,8.0,0.3,y_bar,0.7236047983169556,0.008236144669353962,0.7236148715019226,0.008050205186009407,0.7236047983169556,0.008236144669353962,0.009134883061051369
NOG,10004,1024,128.0,525312,278528,1024,9.782397031784058,100,0.1,8.0,0.3,y_bar,0.7234180569648743,0.007071516942232847,0.7234057784080505,0.007846001535654068,0.7234180569648743,0.007071516942232847,0.00980766024440527
SmoothedSGD,20004,1,,512,8192,1,0.054265737533569336,100,0.1,,0.05,x,0.7265936732292175,0.009623244404792786,0.7265936732292175,0.009623244404792786,,,
SmoothedSGD,20004,64,,32768,16384,64,0.5178170204162598,100,0.1,,0.05,x,0.7266020774841309,0.009312950074672699,0.7266020774841309,0.009312950074672699,,,
SmoothedSGD,20004,128,,65536,24576,128,1.16676926612854,100,0.1,,0.05,x,0.7265898585319519,0.00962391309440136,0.7265898585319519,0.00962391309440136,,,
SmoothedSGD,20004,192,,98304,32768,192,1.7396528720855713,100,0.1,,0.05,x,0.7265917658805847,0.007687719538807869,0.7265917658805847,0.007687719538807869,,,
SmoothedSGD,20004,256,,131072,40960,256,2.268527030944824,100,0.1,,0.05,x,0.7265900373458862,0.007389553356915712,0.7265900373458862,0.007389553356915712,,,
SmoothedSGD,20004,320,,163840,49152,320,2.7936580181121826,100,0.1,,0.05,x,0.7265893816947937,0.008175956085324287,0.7265893816947937,0.008175956085324287,,,
SmoothedSGD,20004,384,,196608,57344,384,3.2861597537994385,100,0.1,,0.05,x,0.7265848517417908,0.0069190822541713715,0.7265848517417908,0.0069190822541713715,,,
SmoothedSGD,20004,448,,229376,65536,448,3.781658411026001,100,0.1,,0.05,x,0.726576030254364,0.007175421807914972,0.726576030254364,0.007175421807914972,,,
SmoothedSGD,20004,512,,262144,73728,512,4.305404424667358,100,0.1,,0.05,x,0.7265583872795105,0.007428296376019716,0.7265583872795105,0.007428296376019716,,,
SmoothedSGD,20004,576,,294912,81920,576,4.810482740402222,100,0.1,,0.05,x,0.7265471816062927,0.007300279103219509,0.7265471816062927,0.007300279103219509,,,
SmoothedSGD,20004,640,,327680,90112,640,5.286576509475708,100,0.1,,0.05,x,0.7265188097953796,0.006643327418714762,0.7265188097953796,0.006643327418714762,,,
SmoothedSGD,20004,704,,360448,98304,704,5.902533292770386,100,0.1,,0.05,x,0.7265017628669739,0.006857781205326319,0.7265017628669739,0.006857781205326319,,,
SmoothedSGD,20004,768,,393216,106496,768,6.490746021270752,100,0.1,,0.05,x,0.7264859676361084,0.006696442607790232,0.7264859676361084,0.006696442607790232,,,
SmoothedSGD,20004,832,,425984,114688,832,7.025443077087402,100,0.1,,0.05,x,0.7264728546142578,0.007612493354827166,0.7264728546142578,0.007612493354827166,,,
SmoothedSGD,20004,896,,458752,122880,896,7.549266815185547,100,0.1,,0.05,x,0.7264459133148193,0.006604962050914764,0.7264459133148193,0.006604962050914764,,,
SmoothedSGD,20004,960,,491520,131072,960,8.04651927947998,100,0.1,,0.05,x,0.7264286279678345,0.006930860225111246,0.7264286279678345,0.006930860225111246,,,
SmoothedSGD,20004,1024,,524288,139264,1024,8.513527154922485,100,0.1,,0.05,x,0.7264086604118347,0.0067306035198271275,0.7264086604118347,0.0067306035198271275,,,
NOG,10005,8,1.0,5120,16384,8,0.16951990127563477,100,0.1,8.0,0.3,y_bar,0.7305670380592346,0.010252626612782478,0.7306018471717834,0.00908812414854765,0.7305670380592346,0.010252626612782478,0.010079667903482914
NOG,10005,72,9.0,37888,32768,72,0.7869968414306641,100,0.1,8.0,0.3,y_bar,0.7302756309509277,0.007866334170103073,0.7302640080451965,0.007030841428786516,0.7302756309509277,0.007866334170103073,0.010093078948557377
NOG,10005,136,17.0,70656,49152,136,1.3763415813446045,100,0.1,8.0,0.3,y_bar,0.7298413515090942,0.007704468909651041,0.7298040390014648,0.007187176961451769,0.7298413515090942,0.007704468909651041,0.00906377099454403
NOG,10005,200,25.0,103424,65536,200,1.92429518699646,100,0.1,8.0,0.3,y_bar,0.7295727133750916,0.008459141477942467,0.7295739054679871,0.00748798344284296,0.7295727133750916,0.008459141477942467,0.008865662850439548
NOG,10005,264,33.0,136192,81920,264,2.6701648235321045,100,0.1,8.0,0.3,y_bar,0.7293534874916077,0.007932293228805065,0.7293523550033569,0.007278030272573233,0.7293534874916077,0.007932293228805065,0.009991161525249481
NOG,10005,328,41.0,168960,98304,328,3.2921524047851562,100,0.1,8.0,0.3,y_bar,0.7291684150695801,0.008619708009064198,0.7291561365127563,0.0069644758477807045,0.7291684150695801,0.008619708009064198,0.00939069502055645
NOG,10005,392,49.0,201728,114688,392,3.942894697189331,100,0.1,8.0,0.3,y_bar,0.7289478182792664,0.008250494487583637,0.7289735078811646,0.0066325427033007145,0.7289478182792664,0.008250494487583637,0.009127642959356308
NOG,10005,456,57.0,234496,131072,456,4.557889461517334,100,0.1,8.0,0.3,y_bar,0.7287983894348145,0.0071430504322052,0.7288023829460144,0.007808806840330362,0.7287983894348145,0.0071430504322052,0.008799342438578606
NOG,10005,520,65.0,267264,147456,520,5.132644176483154,100,0.1,8.0,0.3,y_bar,0.7287381887435913,0.008465712890028954,0.7287487983703613,0.008411816321313381,0.7287381887435913,0.008465712890028954,0.009347047656774521
NOG,10005,584,73.0,300032,163840,584,5.719856023788452,100,0.1,8.0,0.3,y_bar,0.7286033034324646,0.007843025028705597,0.728589653968811,0.00769773218780756,0.7286033034324646,0.007843025028705597,0.009308679960668087
NOG,10005,648,81.0,332800,180224,648,6.308945178985596,100,0.1,8.0,0.3,y_bar,0.7284302711486816,0.006621652282774448,0.7284134030342102,0.007122239097952843,0.7284302711486816,0.006621652282774448,0.009131207130849361
NOG,10005,712,89.0,365568,196608,712,6.83510422706604,100,0.1,8.0,0.3,y_bar,0.72835773229599,0.008414979092776775,0.7283417582511902,0.007246736902743578,0.72835773229599,0.008414979092776775,0.009674898348748684
NOG,10005,776,97.0,398336,212992,776,7.455517768859863,100,0.1,8.0,0.3,y_bar,0.7281858325004578,0.006460702978074551,0.7282145619392395,0.007852953858673573,0.7281858325004578,0.006460702978074551,0.009068052284419537
NOG,10005,840,105.0,431104,229376,840,8.131455183029175,100,0.1,8.0,0.3,y_bar,0.728007435798645,0.007701124530285597,0.7280075550079346,0.0076475380919873714,0.728007435798645,0.007701124530285597,0.00885426439344883
NOG,10005,904,113.0,463872,245760,904,8.793647527694702,100,0.1,8.0,0.3,y_bar,0.7277387380599976,0.007393534295260906,0.7277393937110901,0.008113867603242397,0.7277387380599976,0.007393534295260906,0.008570420555770397
NOG,10005,968,121.0,496640,262144,968,9.397408962249756,100,0.1,8.0,0.3,y_bar,0.7276817560195923,0.007826474495232105,0.7276530861854553,0.008955884724855423,0.7276817560195923,0.007826474495232105,0.009115928784012794
NOG,10005,1024,128.0,525312,278528,1024,9.966992855072021,100,0.1,8.0,0.3,y_bar,0.7274553179740906,0.007581313606351614,0.7274641394615173,0.007460348773747683,0.7274553179740906,0.007581313606351614,0.009595279581844807
SmoothedSGD,20005,1,,512,8192,1,0.048622846603393555,100,0.1,,0.05,x,0.7304803133010864,0.011797836981713772,0.7304803133010864,0.011797836981713772,,,
SmoothedSGD,20005,64,,32768,16384,64,0.5586116313934326,100,0.1,,0.05,x,0.7304719090461731,0.008788716048002243,0.7304719090461731,0.008788716048002243,,,
SmoothedSGD,20005,128,,65536,24576,128,1.0650858879089355,100,0.1,,0.05,x,0.7304555177688599,0.008345518261194229,0.7304555177688599,0.008345518261194229,,,
SmoothedSGD,20005,192,,98304,32768,192,1.616899013519287,100,0.1,,0.05,x,0.7304424047470093,0.008367174305021763,0.7304424047470093,0.008367174305021763,,,
SmoothedSGD,20005,256,,131072,40960,256,2.09438419342041,100,0.1,,0.05,x,0.7304304242134094,0.008307140320539474,0.7304304242134094,0.008307140320539474,,,
SmoothedSGD,20005,320,,163840,49152,320,2.707767963409424,100,0.1,,0.05,x,0.7304099798202515,0.007016253657639027,0.7304099798202515,0.007016253657639027,,,
SmoothedSGD,20005,384,,196608,57344,384,3.3207480907440186,100,0.1,,0.05,x,0.7303956747055054,0.006872431840747595,0.7303956747055054,0.006872431840747595,,,
SmoothedSGD,20005,448,,229376,65536,448,3.886803150177002,100,0.1,,0.05,x,0.7303934693336487,0.007884201593697071,0.7303934693336487,0.007884201593697071,,,
SmoothedSGD,20005,512,,262144,73728,512,4.41626238822937,100,0.1,,0.05,x,0.7303751111030579,0.00694209523499012,0.7303751111030579,0.00694209523499012,,,
SmoothedSGD,20005,576,,294912,81920,576,4.916503190994263,100,0.1,,0.05,x,0.7303677797317505,0.00724463677033782,0.7303677797317505,0.00724463677033782,,,
SmoothedSGD,20005,640,,327680,90112,640,5.378490209579468,100,0.1,,0.05,x,0.7303428649902344,0.006918261758983135,0.7303428649902344,0.006918261758983135,,,
SmoothedSGD,20005,704,,360448,98304,704,5.930847644805908,100,0.1,,0.05,x,0.7303117513656616,0.006597606930881739,0.7303117513656616,0.006597606930881739,,,
SmoothedSGD,20005,768,,393216,106496,768,6.430459260940552,100,0.1,,0.05,x,0.7302871346473694,0.007348205428570509,0.7302871346473694,0.007348205428570509,,,
SmoothedSGD,20005,832,,425984,114688,832,6.933159351348877,100,0.1,,0.05,x,0.7302665710449219,0.006656724493950605,0.7302665710449219,0.006656724493950605,,,
SmoothedSGD,20005,896,,458752,122880,896,7.4600324630737305,100,0.1,,0.05,x,0.7302496433258057,0.006497225258499384,0.7302496433258057,0.006497225258499384,,,
SmoothedSGD,20005,960,,491520,131072,960,8.039702653884888,100,0.1,,0.05,x,0.7302270531654358,0.006789582781493664,0.7302270531654358,0.006789582781493664,,,
SmoothedSGD,20005,1024,,524288,139264,1024,8.586472988128662,100,0.1,,0.05,x,0.7302075624465942,0.007183339912444353,0.7302075624465942,0.007183339912444353,,,
NOG,10006,8,1.0,5120,16384,8,0.17773985862731934,100,0.1,8.0,0.3,y_bar,0.7269265651702881,0.010993707925081253,0.7269388437271118,0.009405835531651974,0.7269265651702881,0.010993707925081253,0.012493491172790527
NOG,10006,72,9.0,37888,32768,72,0.8209133148193359,100,0.1,8.0,0.3,y_bar,0.7263583540916443,0.008153053000569344,0.7263150811195374,0.00786641612648964,0.7263583540916443,0.008153053000569344,0.010615420527756214
NOG,10006,136,17.0,70656,49152,136,1.411884069442749,100,0.1,8.0,0.3,y_bar,0.725834310054779,0.0075991167686879635,0.7258099913597107,0.007539702113717794,0.725834310054779,0.0075991167686879635,0.010611100122332573
NOG,10006,200,25.0,103424,65536,200,2.0124998092651367,100,0.1,8.0,0.3,y_bar,0.7253872752189636,0.008150332607328892,0.7253928184509277,0.007879969663918018,0.7253872752189636,0.008150332607328892,0.010353155434131622
NOG,10006,264,33.0,136192,81920,264,2.6037611961364746,100,0.1,8.0,0.3,y_bar,0.7249829769134521,0.007783085573464632,0.7249580025672913,0.008355479687452316,0.7249829769134521,0.007783085573464632,0.008625872433185577
NOG,10006,328,41.0,168960,98304,328,3.167142391204834,100,0.1,8.0,0.3,y_bar,0.724565327167511,0.008498136885464191,0.7245606184005737,0.007909359410405159,0.724565327167511,0.008498136885464191,0.009726072661578655
NOG,10006,392,49.0,201728,114688,392,3.7244656085968018,100,0.1,8.0,0.3,y_bar,0.724191427230835,0.008163848891854286,0.7241931557655334,0.008491860702633858,0.724191427230835,0.008163848891854286,0.009952452033758163
NOG,10006,456,57.0,234496,131072,456,4.438982009887695,100,0.1,8.0,0.3,y_bar,0.7238975763320923,0.006816966459155083,0.7238790988922119,0.0067596412263810635,0.7238975763320923,0.006816966459155083,0.009307118132710457
NOG,10006,520,65.0,267264,147456,520,5.19222354888916,100,0.1,8.0,0.3,y_bar,0.7236454486846924,0.008001924492418766,0.7236288785934448,0.008073757402598858,0.7236454486846924,0.008001924492418766,0.008915264159440994
NOG,10006,584,73.0,300032,163840,584,5.758991003036499,100,0.1,8.0,0.3,y_bar,0.7233778834342957,0.008127344772219658,0.7233635187149048,0.00812302902340889,0.7233778834342957,0.008127344772219658,0.009119933471083641
NOG,10006,648,81.0,332800,180224,648,6.268361568450928,100,0.1,8.0,0.3,y_bar,0.7231236100196838,0.008579744026064873,0.7231008410453796,0.0074736312963068485,0.7231236100196838,0.008579744026064873,0.00913191307336092
NOG,10006,712,89.0,365568,196608,712,6.852482080459595,100,0.1,8.0,0.3,y_bar,0.7229183912277222,0.008270804770290852,0.7229006886482239,0.0068376497365534306,0.7229183912277222,0.008270804770290852,0.008963774889707565
NOG,10006,776,97.0,398336,212992,776,7.446120262145996,100,0.1,8.0,0.3,y_bar,0.7227492928504944,0.006949473172426224,0.7227228283882141,0.008252712897956371,0.7227492928504944,0.006949473172426224,0.009318863973021507
NOG,10006,840,105.0,431104,229376,840,8.012821674346924,100,0.1,8.0,0.3,y_bar,0.722429633140564,0.006665313616394997,0.7224105596542358,0.0071777841076254845,0.722429633140564,0.006665313616394997,0.009862193837761879
NOG,10006,904,113.0,463872,245760,904,8.57483983039856,100,0.1,8.0,0.3,y_bar,0.7222914695739746,0.008372318930923939,0.722298264503479,0.007764120120555162,0.7222914695739746,0.008372318930923939,0.008666629903018475
NOG,10006,968,121.0,496640,262144,968,9.294456005096436,100,0.1,8.0,0.3,y_bar,0.7220706343650818,0.007384614087641239,0.7220730781555176,0.008075769059360027,0.7220706343650818,0.007384614087641239,0.00955512747168541
NOG,10006,1024,128.0,525312,278528,1024,9.941238403320312,100,0.1,8.0,0.3,y_bar,0.7218942046165466,0.007857211865484715,0.7218998670578003,0.007629117928445339,0.7218942046165466,0.007857211865484715,0.01031467504799366
SmoothedSGD,20006,1,,512,8192,1,0.0694267749786377,100,0.1,,0.05,x,0.7268520593643188,0.012074533849954605,0.7268520593643188,0.012074533849954605,,,
SmoothedSGD,20006,64,,32768,16384,64,0.6313271522521973,100,0.1,,0.05,x,0.726810872554779,0.009428502060472965,0.726810872554779,0.009428502060472965,,,
SmoothedSGD,20006,128,,65536,24576,128,1.1480801105499268,100,0.1,,0.05,x,0.7267718315124512,0.00765348831191659,0.7267718315124512,0.00765348831191659,,,
SmoothedSGD,20006,192,,98304,32768,192,1.6607723236083984,100,0.1,,0.05,x,0.7267293930053711,0.008525810204446316,0.7267293930053711,0.008525810204446316,,,
SmoothedSGD,20006,256,,131072,40960,256,2.221038818359375,100,0.1,,0.05,x,0.7266905307769775,0.007919633761048317,0.7266905307769775,0.007919633761048317,,,
SmoothedSGD,20006,320,,163840,49152,320,2.7387094497680664,100,0.1,,0.05,x,0.7266463041305542,0.007307078689336777,0.7266463041305542,0.007307078689336777,,,
SmoothedSGD,20006,384,,196608,57344,384,3.2445578575134277,100,0.1,,0.05,x,0.7266024351119995,0.00688755139708519,0.7266024351119995,0.00688755139708519,,,
SmoothedSGD,20006,448,,229376,65536,448,3.726659059524536,100,0.1,,0.05,x,0.7265490293502808,0.008124594576656818,0.7265490293502808,0.008124594576656818,,,
SmoothedSGD,20006,512,,262144,73728,512,4.360813856124878,100,0.1,,0.05,x,0.7264955043792725,0.007722568232566118,0.7264955043792725,0.007722568232566118,,,
SmoothedSGD,20006,576,,294912,81920,576,4.957015514373779,100,0.1,,0.05,x,0.7264605760574341,0.00776990270242095,0.7264605760574341,0.00776990270242095,,,
SmoothedSGD,20006,640,,327680,90112,640,5.50446343421936,100,0.1,,0.05,x,0.7264171242713928,0.007811924442648888,0.7264171242713928,0.007811924442648888,,,
SmoothedSGD,20006,704,,360448,98304,704,5.991034030914307,100,0.1,,0.05,x,0.7263842821121216,0.008677835576236248,0.7263842821121216,0.008677835576236248,,,
SmoothedSGD,20006,768,,393216,106496,768,6.485426664352417,100,0.1,,0.05,x,0.726338803768158,0.0076467194594442844,0.726338803768158,0.0076467194594442844,,,
SmoothedSGD,20006,832,,425984,114688,832,7.063477039337158,100,0.1,,0.05,x,0.7262938618659973,0.007953492924571037,0.7262938618659973,0.007953492924571037,,,
SmoothedSGD,20006,896,,458752,122880,896,7.581938743591309,100,0.1,,0.05,x,0.7262632250785828,0.007967784069478512,0.7262632250785828,0.007967784069478512,,,
SmoothedSGD,20006,960,,491520,131072,960,8.103636026382446,100,0.1,,0.05,x,0.7262126207351685,0.007970944046974182,0.7262126207351685,0.007970944046974182,,,
SmoothedSGD,20006,1024,,524288,139264,1024,8.566079139709473,100,0.1,,0.05,x,0.7261828184127808,0.007461897097527981,0.7261828184127808,0.007461897097527981,,,
NOG,10007,8,1.0,5120,16384,8,0.1567671298980713,100,0.1,8.0,0.3,y_bar,0.7247931957244873,0.01118952501565218,0.7247761487960815,0.010603184811770916,0.7247931957244873,0.01118952501565218,0.010681435465812683
NOG,10007,72,9.0,37888,32768,72,0.8206210136413574,100,0.1,8.0,0.3,y_bar,0.7241438031196594,0.007193795405328274,0.7241293787956238,0.008580241352319717,0.7241438031196594,0.007193795405328274,0.008680797182023525
NOG,10007,136,17.0,70656,49152,136,1.515777349472046,100,0.1,8.0,0.3,y_bar,0.7233961224555969,0.008360827341675758,0.7233588099479675,0.0077356440015137196,0.7233961224555969,0.008360827341675758,0.010399023070931435
NOG,10007,200,25.0,103424,65536,200,2.0658085346221924,100,0.1,8.0,0.3,y_bar,0.7226240634918213,0.00949922390282154,0.7225882411003113,0.008772745728492737,0.7226240634918213,0.00949922390282154,0.010007241740822792
NOG,10007,264,33.0,136192,81920,264,2.6043434143066406,100,0.1,8.0,0.3,y_bar,0.7219717502593994,0.007943258620798588,0.7219433784484863,0.007829840295016766,0.7219717502593994,0.007943258620798588,0.01006216462701559
NOG,10007,328,41.0,168960,98304,328,3.1781668663024902,100,0.1,8.0,0.3,y_bar,0.7213436961174011,0.007717119064182043,0.7213106751441956,0.008418809622526169,0.7213436961174011,0.007717119064182043,0.010309770703315735
NOG,10007,392,49.0,201728,114688,392,3.6943907737731934,100,0.1,8.0,0.3,y_bar,0.7208272218704224,0.008342643268406391,0.7208256125450134,0.008381321094930172,0.7208272218704224,0.008342643268406391,0.009348476305603981
NOG,10007,456,57.0,234496,131072,456,4.244810581207275,100,0.1,8.0,0.3,y_bar,0.7204155325889587,0.007420370355248451,0.7204335331916809,0.009118380956351757,0.7204155325889587,0.007420370355248451,0.010194170288741589
NOG,10007,520,65.0,267264,147456,520,4.7913267612457275,100,0.1,8.0,0.3,y_bar,0.7200267314910889,0.007506322115659714,0.7200274467468262,0.00833125039935112,0.7200267314910889,0.007506322115659714,0.010319819673895836
NOG,10007,584,73.0,300032,163840,584,5.4479405879974365,100,0.1,8.0,0.3,y_bar,0.719696044921875,0.007154976483434439,0.7196856141090393,0.007865753024816513,0.719696044921875,0.007154976483434439,0.009045859798789024
NOG,10007,648,81.0,332800,180224,648,6.10198974609375,100,0.1,8.0,0.3,y_bar,0.7193045616149902,0.007524444255977869,0.7192762494087219,0.008525376208126545,0.7193045616149902,0.007524444255977869,0.010337202809751034
NOG,10007,712,89.0,365568,196608,712,6.72635555267334,100,0.1,8.0,0.3,y_bar,0.7189660668373108,0.00842972844839096,0.7189365029335022,0.007873304188251495,0.7189660668373108,0.00842972844839096,0.01049794815480709
NOG,10007,776,97.0,398336,212992,776,7.306962728500366,100,0.1,8.0,0.3,y_bar,0.7186489701271057,0.007911572232842445,0.7186576128005981,0.008363045752048492,0.7186489701271057,0.007911572232842445,0.009971783496439457
NOG,10007,840,105.0,431104,229376,840,7.913934946060181,100,0.1,8.0,0.3,y_bar,0.7183428406715393,0.008101683109998703,0.7183236479759216,0.006979488302022219,0.7183428406715393,0.008101683109998703,0.0107559934258461
NOG,10007,904,113.0,463872,245760,904,8.470165491104126,100,0.1,8.0,0.3,y_bar,0.7180207967758179,0.0071632470935583115,0.7180131673812866,0.008065243251621723,0.7180207967758179,0.0071632470935583115,0.009834032505750656
NOG,10007,968,121.0,496640,262144,968,9.012595891952515,100,0.1,8.0,0.3,y_bar,0.7177118062973022,0.008287892676889896,0.717697262763977,0.007705300115048885,0.7177118062973022,0.008287892676889896,0.009331431239843369
NOG,10007,1024,128.0,525312,278528,1024,9.541686773300171,100,0.1,8.0,0.3,y_bar,0.7174608707427979,0.0076119001023471355,0.717462420463562,0.008142380975186825,0.7174608707427979,0.0076119001023471355,0.009367392398416996
SmoothedSGD,20007,1,,512,8192,1,0.06535530090332031,100,0.1,,0.05,x,0.7247018218040466,0.012474166229367256,0.7247018218040466,0.012474166229367256,,,
SmoothedSGD,20007,64,,32768,16384,64,0.5170941352844238,100,0.1,,0.05,x,0.7246469855308533,0.010315201245248318,0.7246469855308533,0.010315201245248318,,,
SmoothedSGD,20007,128,,65536,24576,128,1.1553008556365967,100,0.1,,0.05,x,0.7246058583259583,0.010056471452116966,0.7246058583259583,0.010056471452116966,,,
SmoothedSGD,20007,192,,98304,32768,192,1.7560150623321533,100,0.1,,0.05,x,0.7245595455169678,0.008680488914251328,0.7245595455169678,0.008680488914251328,,,
SmoothedSGD,20007,256,,131072,40960,256,2.2623252868652344,100,0.1,,0.05,x,0.7245219349861145,0.007760528940707445,0.7245219349861145,0.007760528940707445,,,
SmoothedSGD,20007,320,,163840,49152,320,2.757472038269043,100,0.1,,0.05,x,0.7244719862937927,0.0075450073927640915,0.7244719862937927,0.0075450073927640915,,,
SmoothedSGD,20007,384,,196608,57344,384,3.2253079414367676,100,0.1,,0.05,x,0.7244269251823425,0.008023718371987343,0.7244269251823425,0.008023718371987343,,,
SmoothedSGD,20007,448,,229376,65536,448,3.7282705307006836,100,0.1,,0.05,x,0.7243788838386536,0.008349739946424961,0.7243788838386536,0.008349739946424961,,,
SmoothedSGD,20007,512,,262144,73728,512,4.200805187225342,100,0.1,,0.05,x,0.7243416905403137,0.008475610055029392,0.7243416905403137,0.008475610055029392,,,
SmoothedSGD,20007,576,,294912,81920,576,4.745345592498779,100,0.1,,0.05,x,0.7242991328239441,0.007711145095527172,0.7242991328239441,0.007711145095527172,,,
SmoothedSGD,20007,640,,327680,90112,640,5.232731580734253,100,0.1,,0.05,x,0.724270761013031,0.006932242773473263,0.724270761013031,0.006932242773473263,,,
SmoothedSGD,20007,704,,360448,98304,704,5.74934983253479,100,0.1,,0.05,x,0.7242336869239807,0.00736192986369133,0.7242336869239807,0.00736192986369133,,,
SmoothedSGD,20007,768,,393216,106496,768,6.337054014205933,100,0.1,,0.05,x,0.7241918444633484,0.007563452236354351,0.7241918444633484,0.007563452236354351,,,
SmoothedSGD,20007,832,,425984,114688,832,6.875793218612671,100,0.1,,0.05,x,0.7241523265838623,0.007439128123223782,0.7241523265838623,0.007439128123223782,,,
SmoothedSGD,20007,896,,458752,122880,896,7.404806613922119,100,0.1,,0.05,x,0.7241044640541077,0.008043264970183372,0.7241044640541077,0.008043264970183372,,,
SmoothedSGD,20007,960,,491520,131072,960,7.949430704116821,100,0.1,,0.05,x,0.724054753780365,0.007390390615910292,0.724054753780365,0.007390390615910292,,,
SmoothedSGD,20007,1024,,524288,139264,1024,8.472588300704956,100,0.1,,0.05,x,0.7240086793899536,0.008256564848124981,0.7240086793899536,0.008256564848124981,,,
NOG,10008,8,1.0,5120,16384,8,0.17562651634216309,100,0.1,8.0,0.3,y_bar,0.7205802798271179,0.010916256345808506,0.7205947041511536,0.008915240876376629,0.7205802798271179,0.010916256345808506,0.012057815678417683
NOG,10008,72,9.0,37888,32768,72,0.7628049850463867,100,0.1,8.0,0.3,y_bar,0.7201284170150757,0.006946849636733532,0.7200762033462524,0.007181082386523485,0.7201284170150757,0.006946849636733532,0.009702921845018864
NOG,10008,136,17.0,70656,49152,136,1.3302760124206543,100,0.1,8.0,0.3,y_bar,0.7196163535118103,0.007576570380479097,0.7195722460746765,0.0077787344343960285,0.7196163535118103,0.007576570380479097,0.009177807718515396
NOG,10008,200,25.0,103424,65536,200,1.8619136810302734,100,0.1,8.0,0.3,y_bar,0.7191382646560669,0.008086195215582848,0.7190850973129272,0.007971045561134815,0.7191382646560669,0.008086195215582848,0.009371129795908928
NOG,10008,264,33.0,136192,81920,264,2.5445573329925537,100,0.1,8.0,0.3,y_bar,0.7185706496238708,0.008197922259569168,0.7185041904449463,0.007832285016775131,0.7185706496238708,0.008197922259569168,0.009469064883887768
NOG,10008,328,41.0,168960,98304,328,3.2109081745147705,100,0.1,8.0,0.3,y_bar,0.7179387807846069,0.0073880539275705814,0.7178977727890015,0.008061514236032963,0.7179387807846069,0.0073880539275705814,0.01040008943527937
NOG,10008,392,49.0,201728,114688,392,3.8191757202148438,100,0.1,8.0,0.3,y_bar,0.7173011302947998,0.007997708395123482,0.7172540426254272,0.007116903550922871,0.7173011302947998,0.007997708395123482,0.00840304046869278
NOG,10008,456,57.0,234496,131072,456,4.379291534423828,100,0.1,8.0,0.3,y_bar,0.7168655395507812,0.007726652547717094,0.7168517112731934,0.0076529462821781635,0.7168655395507812,0.007726652547717094,0.009421194903552532
NOG,10008,520,65.0,267264,147456,520,4.944906949996948,100,0.1,8.0,0.3,y_bar,0.7162444591522217,0.008057874627411366,0.7161740064620972,0.007586781866848469,0.7162444591522217,0.008057874627411366,0.010350366123020649
NOG,10008,584,73.0,300032,163840,584,5.580251932144165,100,0.1,8.0,0.3,y_bar,0.7157177925109863,0.008613141253590584,0.7156897187232971,0.008363955654203892,0.7157177925109863,0.008613141253590584,0.008885492570698261
