method,base_method,iteration,round,block_id,worker_count,eval_point,delta,target_delta,smoothing_delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,comparison_method,dataset_key,train_accuracy,ablation_stage,ablation_method
NOG-ZO,NOG,722,722,361,8,y_bar,0.1,0.1,0.05,2,0.01,0.1732442080974578,49.50767230987549,9,100009,200009,46608061,szo,741376,741376,92672,"[92672, 92672, 92672, 92672, 92672, 92672, 92672, 92672]",23724032,724,724,-0.8121898770332336,0.0261086113750934,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,726,726,363,8,y_bar,0.1,0.1,0.05,2,0.01,0.1735940128564834,49.781113624572754,9,100009,200009,46608061,szo,745472,745472,93184,"[93184, 93184, 93184, 93184, 93184, 93184, 93184, 93184]",23855104,728,728,-0.812130868434906,0.0257060136646032,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,730,730,365,8,y_bar,0.1,0.1,0.05,2,0.01,0.1868744641542434,50.06092977523804,9,100009,200009,46608061,szo,749568,749568,93696,"[93696, 93696, 93696, 93696, 93696, 93696, 93696, 93696]",23986176,732,732,-0.8119836449623108,0.0252825729548931,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,734,734,367,8,y_bar,0.1,0.1,0.05,2,0.01,0.1500285416841507,50.33289742469788,9,100009,200009,46608061,szo,753664,753664,94208,"[94208, 94208, 94208, 94208, 94208, 94208, 94208, 94208]",24117248,736,736,-0.8118269443511963,0.0249082129448652,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,738,738,369,8,y_bar,0.1,0.1,0.05,2,0.01,0.1713024973869323,50.61034536361694,9,100009,200009,46608061,szo,757760,757760,94720,"[94720, 94720, 94720, 94720, 94720, 94720, 94720, 94720]",24248320,740,740,-0.8116637468338013,0.0246778186410665,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,742,742,371,8,y_bar,0.1,0.1,0.05,2,0.01,0.1863357871770858,50.88407707214356,9,100009,200009,46608061,szo,761856,761856,95232,"[95232, 95232, 95232, 95232, 95232, 95232, 95232, 95232]",24379392,744,744,-0.8113990426063538,0.0245392620563507,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,746,746,373,8,y_bar,0.1,0.1,0.05,2,0.01,0.1690896302461624,51.16662311553955,9,100009,200009,46608061,szo,765952,765952,95744,"[95744, 95744, 95744, 95744, 95744, 95744, 95744, 95744]",24510464,748,748,-0.8109976649284363,0.0243502911180257,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,750,750,375,8,y_bar,0.1,0.1,0.05,2,0.01,0.1802546828985214,51.43833541870117,9,100009,200009,46608061,szo,770048,770048,96256,"[96256, 96256, 96256, 96256, 96256, 96256, 96256, 96256]",24641536,752,752,-0.8106881380081177,0.0243041682988405,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,754,754,377,8,y_bar,0.1,0.1,0.05,2,0.01,0.1570553928613662,51.715885639190674,9,100009,200009,46608061,szo,774144,774144,96768,"[96768, 96768, 96768, 96768, 96768, 96768, 96768, 96768]",24772608,756,756,-0.8102253675460815,0.0243843477219343,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,758,758,379,8,y_bar,0.1,0.1,0.05,2,0.01,0.1635771840810775,51.990736961364746,9,100009,200009,46608061,szo,778240,778240,97280,"[97280, 97280, 97280, 97280, 97280, 97280, 97280, 97280]",24903680,760,760,-0.8097519278526306,0.0245289746671915,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,762,762,381,8,y_bar,0.1,0.1,0.05,2,0.01,0.1687646955251693,52.26335716247559,9,100009,200009,46608061,szo,782336,782336,97792,"[97792, 97792, 97792, 97792, 97792, 97792, 97792, 97792]",25034752,764,764,-0.808993935585022,0.0248336177319288,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,766,766,383,8,y_bar,0.1,0.1,0.05,2,0.01,0.1715553253889084,52.54845643043518,9,100009,200009,46608061,szo,786432,786432,98304,"[98304, 98304, 98304, 98304, 98304, 98304, 98304, 98304]",25165824,768,768,-0.8084526062011719,0.0250791758298873,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,770,770,385,8,y_bar,0.1,0.1,0.05,2,0.01,0.1674432754516601,52.822524309158325,9,100009,200009,46608061,szo,790528,790528,98816,"[98816, 98816, 98816, 98816, 98816, 98816, 98816, 98816]",25296896,772,772,-0.8077633380889893,0.0254284832626581,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,774,774,387,8,y_bar,0.1,0.1,0.05,2,0.01,0.154631420969963,53.09510779380798,9,100009,200009,46608061,szo,794624,794624,99328,"[99328, 99328, 99328, 99328, 99328, 99328, 99328, 99328]",25427968,776,776,-0.8071882724761963,0.0257333610206842,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,778,778,389,8,y_bar,0.1,0.1,0.05,2,0.01,0.1725329011678695,53.36503338813782,9,100009,200009,46608061,szo,798720,798720,99840,"[99840, 99840, 99840, 99840, 99840, 99840, 99840, 99840]",25559040,780,780,-0.8066415786743164,0.0260091461241245,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,782,782,391,8,y_bar,0.1,0.1,0.05,2,0.01,0.1600720435380935,53.64260649681091,9,100009,200009,46608061,szo,802816,802816,100352,"[100352, 100352, 100352, 100352, 100352, 100352, 100352, 100352]",25690112,784,784,-0.8060113191604614,0.0263636261224746,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,786,786,393,8,y_bar,0.1,0.1,0.05,2,0.01,0.1562293022871017,53.921411991119385,9,100009,200009,46608061,szo,806912,806912,100864,"[100864, 100864, 100864, 100864, 100864, 100864, 100864, 100864]",25821184,788,788,-0.8053888082504272,0.0267386641353368,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,790,790,395,8,y_bar,0.1,0.1,0.05,2,0.01,0.1555844247341156,54.19157099723816,9,100009,200009,46608061,szo,811008,811008,101376,"[101376, 101376, 101376, 101376, 101376, 101376, 101376, 101376]",25952256,792,792,-0.8047620058059692,0.0271314550191164,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,794,794,397,8,y_bar,0.1,0.1,0.05,2,0.01,0.1532142907381057,54.46258974075317,9,100009,200009,46608061,szo,815104,815104,101888,"[101888, 101888, 101888, 101888, 101888, 101888, 101888, 101888]",26083328,796,796,-0.8041624426841736,0.0274755954742431,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,798,798,399,8,y_bar,0.1,0.1,0.05,2,0.01,0.1486692130565643,54.7379801273346,9,100009,200009,46608061,szo,819200,819200,102400,"[102400, 102400, 102400, 102400, 102400, 102400, 102400, 102400]",26214400,800,800,-0.8036271333694458,0.0278336610645055,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,802,802,401,8,y_bar,0.1,0.1,0.05,2,0.01,0.1439550518989563,55.01781845092773,9,100009,200009,46608061,szo,823296,823296,102912,"[102912, 102912, 102912, 102912, 102912, 102912, 102912, 102912]",26345472,804,804,-0.8030425310134888,0.0282002668827772,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,806,806,403,8,y_bar,0.1,0.1,0.05,2,0.01,0.1771385371685028,55.29843592643738,9,100009,200009,46608061,szo,827392,827392,103424,"[103424, 103424, 103424, 103424, 103424, 103424, 103424, 103424]",26476544,808,808,-0.8024637699127197,0.0284554325044155,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,810,810,405,8,y_bar,0.1,0.1,0.05,2,0.01,0.1811688095331192,55.57796621322632,9,100009,200009,46608061,szo,831488,831488,103936,"[103936, 103936, 103936, 103936, 103936, 103936, 103936, 103936]",26607616,812,812,-0.8018869161605835,0.028581703081727,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,814,814,407,8,y_bar,0.1,0.1,0.05,2,0.01,0.1770878881216049,55.84956240653992,9,100009,200009,46608061,szo,835584,835584,104448,"[104448, 104448, 104448, 104448, 104448, 104448, 104448, 104448]",26738688,816,816,-0.8013887405395508,0.0286576878279447,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,818,818,409,8,y_bar,0.1,0.1,0.05,2,0.01,0.1589431464672088,56.12466430664063,9,100009,200009,46608061,szo,839680,839680,104960,"[104960, 104960, 104960, 104960, 104960, 104960, 104960, 104960]",26869760,820,820,-0.800923228263855,0.0286843683570623,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,822,822,411,8,y_bar,0.1,0.1,0.05,2,0.01,0.1654770821332931,56.39720582962036,9,100009,200009,46608061,szo,843776,843776,105472,"[105472, 105472, 105472, 105472, 105472, 105472, 105472, 105472]",27000832,824,824,-0.8004689812660217,0.0286987591534852,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,826,826,413,8,y_bar,0.1,0.1,0.05,2,0.01,0.1801870018243789,56.68276977539063,9,100009,200009,46608061,szo,847872,847872,105984,"[105984, 105984, 105984, 105984, 105984, 105984, 105984, 105984]",27131904,828,828,-0.7999539375305176,0.0286629665642976,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,830,830,415,8,y_bar,0.1,0.1,0.05,2,0.01,0.1705270111560821,56.95535707473755,9,100009,200009,46608061,szo,851968,851968,106496,"[106496, 106496, 106496, 106496, 106496, 106496, 106496, 106496]",27262976,832,832,-0.7994949817657471,0.0286371801048517,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,834,834,417,8,y_bar,0.1,0.1,0.05,2,0.01,0.1540559083223343,57.22833371162415,9,100009,200009,46608061,szo,856064,856064,107008,"[107008, 107008, 107008, 107008, 107008, 107008, 107008, 107008]",27394048,836,836,-0.7990268468856812,0.0287022925913333,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,838,838,419,8,y_bar,0.1,0.1,0.05,2,0.01,0.1874870061874389,57.50376033782959,9,100009,200009,46608061,szo,860160,860160,107520,"[107520, 107520, 107520, 107520, 107520, 107520, 107520, 107520]",27525120,840,840,-0.798621416091919,0.0286866538226604,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,842,842,421,8,y_bar,0.1,0.1,0.05,2,0.01,0.1728522181510925,57.77444934844971,9,100009,200009,46608061,szo,864256,864256,108032,"[108032, 108032, 108032, 108032, 108032, 108032, 108032, 108032]",27656192,844,844,-0.798240065574646,0.0286810453981161,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,846,846,423,8,y_bar,0.1,0.1,0.05,2,0.01,0.1881847530603408,58.05128145217896,9,100009,200009,46608061,szo,868352,868352,108544,"[108544, 108544, 108544, 108544, 108544, 108544, 108544, 108544]",27787264,848,848,-0.7978877425193787,0.0286477264016866,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,850,850,425,8,y_bar,0.1,0.1,0.05,2,0.01,0.1881876140832901,58.32879161834717,9,100009,200009,46608061,szo,872448,872448,109056,"[109056, 109056, 109056, 109056, 109056, 109056, 109056, 109056]",27918336,852,852,-0.7976171970367432,0.0285525284707546,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,854,854,427,8,y_bar,0.1,0.1,0.05,2,0.01,0.1817754656076431,58.60801720619202,9,100009,200009,46608061,szo,876544,876544,109568,"[109568, 109568, 109568, 109568, 109568, 109568, 109568, 109568]",28049408,856,856,-0.79738450050354,0.0285353921353817,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,858,858,429,8,y_bar,0.1,0.1,0.05,2,0.01,0.1911593079566955,58.88105249404907,9,100009,200009,46608061,szo,880640,880640,110080,"[110080, 110080, 110080, 110080, 110080, 110080, 110080, 110080]",28180480,860,860,-0.7971053123474121,0.0285946615040302,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,862,862,431,8,y_bar,0.1,0.1,0.05,2,0.01,0.1570572406053543,59.15484094619751,9,100009,200009,46608061,szo,884736,884736,110592,"[110592, 110592, 110592, 110592, 110592, 110592, 110592, 110592]",28311552,864,864,-0.7969431281089783,0.0285288970917463,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,866,866,433,8,y_bar,0.1,0.1,0.05,2,0.01,0.1656832844018936,59.42442989349365,9,100009,200009,46608061,szo,888832,888832,111104,"[111104, 111104, 111104, 111104, 111104, 111104, 111104, 111104]",28442624,868,868,-0.796776533126831,0.0285046193748712,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,870,870,435,8,y_bar,0.1,0.1,0.05,2,0.01,0.1765367835760116,59.696346044540405,9,100009,200009,46608061,szo,892928,892928,111616,"[111616, 111616, 111616, 111616, 111616, 111616, 111616, 111616]",28573696,872,872,-0.7965586185455322,0.0286748241633176,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,874,874,437,8,y_bar,0.1,0.1,0.05,2,0.01,0.1511098444461822,59.97111392021179,9,100009,200009,46608061,szo,897024,897024,112128,"[112128, 112128, 112128, 112128, 112128, 112128, 112128, 112128]",28704768,876,876,-0.796381950378418,0.028779013082385,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,878,878,439,8,y_bar,0.1,0.1,0.05,2,0.01,0.1900008022785186,60.24359965324402,9,100009,200009,46608061,szo,901120,901120,112640,"[112640, 112640, 112640, 112640, 112640, 112640, 112640, 112640]",28835840,880,880,-0.7962197661399841,0.0288357231765985,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,882,882,441,8,y_bar,0.1,0.1,0.05,2,0.01,0.1440822631120681,60.52403163909912,9,100009,200009,46608061,szo,905216,905216,113152,"[113152, 113152, 113152, 113152, 113152, 113152, 113152, 113152]",28966912,884,884,-0.796005129814148,0.028965039178729,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,886,886,443,8,y_bar,0.1,0.1,0.05,2,0.01,0.1609347909688949,60.797728538513184,9,100009,200009,46608061,szo,909312,909312,113664,"[113664, 113664, 113664, 113664, 113664, 113664, 113664, 113664]",29097984,888,888,-0.7958096861839294,0.0291012097150087,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,890,890,445,8,y_bar,0.1,0.1,0.05,2,0.01,0.1686787754297256,61.06776547431946,9,100009,200009,46608061,szo,913408,913408,114176,"[114176, 114176, 114176, 114176, 114176, 114176, 114176, 114176]",29229056,892,892,-0.7956651449203491,0.0292464811354875,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,894,894,447,8,y_bar,0.1,0.1,0.05,2,0.01,0.1577311158180236,61.33749008178711,9,100009,200009,46608061,szo,917504,917504,114688,"[114688, 114688, 114688, 114688, 114688, 114688, 114688, 114688]",29360128,896,896,-0.7955805659294128,0.029365075752139,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,898,898,449,8,y_bar,0.1,0.1,0.05,2,0.01,0.1578960865736007,61.610732316970825,9,100009,200009,46608061,szo,921600,921600,115200,"[115200, 115200, 115200, 115200, 115200, 115200, 115200, 115200]",29491200,900,900,-0.7955422401428223,0.0294917784631252,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,902,902,451,8,y_bar,0.1,0.1,0.05,2,0.01,0.1562052220106125,61.88332867622376,9,100009,200009,46608061,szo,925696,925696,115712,"[115712, 115712, 115712, 115712, 115712, 115712, 115712, 115712]",29622272,904,904,-0.7955821752548218,0.0295964926481246,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,906,906,453,8,y_bar,0.1,0.1,0.05,2,0.01,0.1685859113931656,62.15928649902344,9,100009,200009,46608061,szo,929792,929792,116224,"[116224, 116224, 116224, 116224, 116224, 116224, 116224, 116224]",29753344,908,908,-0.7956684827804565,0.0296341143548488,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,910,910,455,8,y_bar,0.1,0.1,0.05,2,0.01,0.191154807806015,62.43053865432739,9,100009,200009,46608061,szo,933888,933888,116736,"[116736, 116736, 116736, 116736, 116736, 116736, 116736, 116736]",29884416,912,912,-0.7957919239997864,0.0296909380704164,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,914,914,457,8,y_bar,0.1,0.1,0.05,2,0.01,0.1794230192899704,62.70158338546753,9,100009,200009,46608061,szo,937984,937984,117248,"[117248, 117248, 117248, 117248, 117248, 117248, 117248, 117248]",30015488,916,916,-0.795950710773468,0.0297108441591262,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,918,918,459,8,y_bar,0.1,0.1,0.05,2,0.01,0.1958664059638977,62.97838020324707,9,100009,200009,46608061,szo,942080,942080,117760,"[117760, 117760, 117760, 117760, 117760, 117760, 117760, 117760]",30146560,920,920,-0.796099841594696,0.0297506880015134,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,922,922,461,8,y_bar,0.1,0.1,0.05,2,0.01,0.1699991524219513,63.24967169761658,9,100009,200009,46608061,szo,946176,946176,118272,"[118272, 118272, 118272, 118272, 118272, 118272, 118272, 118272]",30277632,924,924,-0.7962663769721985,0.0297536775469779,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,926,926,463,8,y_bar,0.1,0.1,0.05,2,0.01,0.1983447074890136,63.522995948791504,9,100009,200009,46608061,szo,950272,950272,118784,"[118784, 118784, 118784, 118784, 118784, 118784, 118784, 118784]",30408704,928,928,-0.796358585357666,0.0298273675143718,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,930,930,465,8,y_bar,0.1,0.1,0.05,2,0.01,0.1897080987691879,63.79493570327759,9,100009,200009,46608061,szo,954368,954368,119296,"[119296, 119296, 119296, 119296, 119296, 119296, 119296, 119296]",30539776,932,932,-0.7964510917663574,0.0297845527529716,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
NOG-ZO,NOG,934,934,467,8,y_bar,0.1,0.1,0.05,2,0.01,0.2171341776847839,64.0659716129303,9,100009,200009,46608061,szo,958464,958464,119808,"[119808, 119808, 119808, 119808, 119808, 119808, 119808, 119808]",30670848,936,936,-0.7965841889381409,0.0297271721065044,0.1,NOG-ZO__M-2__eta-0p01__smooth_B-8,"{""M"": 2, ""eta"": 0.01, ""smooth_B"": 8}",958,983040,SyntheticMaxSinL1,latest_NOG-ZO,synthetic_maxsinl1,,,
